source_tileset,source_row,source_column,tile_id,match_type
TILESET - Amur-Inn_Pub.png,3,14,2349,exact
TILESET - Amur-Inn_Pub.png,3,15,5968,exact
TILESET - Amur-Inn_Pub.png,4,0,295,representative
TILESET - Amur-Inn_Pub.png,4,1,5732,exact
TILESET - Amur-Inn_Pub.png,4,2,5773,exact
TILESET - Amur-Inn_Pub.png,4,3,5760,exact
TILESET - Amur-Inn_Pub.png,4,4,5708,exact
TILESET - Amur-Inn_Pub.png,4,5,2730,exact
TILESET - Amur-Inn_Pub.png,4,6,5719,representative
TILESET - Amur-Inn_Pub.png,4,7,4068,representative
TILESET - Amur-Inn_Pub.png,4,8,0,exact
TILESET - Amur-Inn_Pub.png,4,9,2407,exact
TILESET - Amur-Inn_Pub.png,4,10,2886,exact
TILESET - Amur-Inn_Pub.png,4,11,2963,representative
TILESET - Amur-Inn_Pub.png,4,12,3077,representative
TILESET - Amur-Inn_Pub.png,4,13,3133,representative
TILESET - Amur-Inn_Pub.png,4,14,3136,representative
TILESET - Amur-Inn_Pub.png,4,15,0,exact
TILESET - Amur-Inn_Pub.png,5,0,5278,representative
TILESET - Amur-Inn_Pub.png,5,1,4620,exact
TILESET - Amur-Inn_Pub.png,5,2,3976,exact
TILESET - Amur-Inn_Pub.png,5,3,1402,exact
TILESET - Amur-Inn_Pub.png,5,4,2067,exact
TILESET - Amur-Inn_Pub.png,5,5,5840,exact
TILESET - Amur-Inn_Pub.png,5,6,5820,exact
TILESET - Amur-Inn_Pub.png,5,7,5152,representative
TILESET - Amur-Inn_Pub.png,5,8,0,exact
TILESET - Amur-Inn_Pub.png,5,9,3079,representative
TILESET - Amur-Inn_Pub.png,5,10,3139,representative
TILESET - Amur-Inn_Pub.png,5,11,5708,exact
TILESET - Amur-Inn_Pub.png,5,12,5708,exact
TILESET - Amur-Inn_Pub.png,5,13,2730,exact
TILESET - Amur-Inn_Pub.png,5,14,43,exact
TILESET - Amur-Inn_Pub.png,5,15,0,exact
TILESET - Amur-Inn_Pub.png,6,0,43,exact
TILESET - Amur-Inn_Pub.png,6,1,4068,exact
TILESET - Amur-Inn_Pub.png,6,2,4261,exact
TILESET - Amur-Inn_Pub.png,6,3,2734,exact
TILESET - Amur-Inn_Pub.png,6,4,619,exact
TILESET - Amur-Inn_Pub.png,6,5,2407,exact
TILESET - Amur-Inn_Pub.png,6,6,2886,exact
TILESET - Amur-Inn_Pub.png,6,7,914,exact
TILESET - Amur-Inn_Pub.png,6,8,5981,exact
TILESET - Amur-Inn_Pub.png,6,9,3798,representative
TILESET - Amur-Inn_Pub.png,6,10,2407,exact
TILESET - Amur-Inn_Pub.png,6,11,2886,exact
TILESET - Amur-Inn_Pub.png,6,12,5719,exact
TILESET - Amur-Inn_Pub.png,6,13,914,exact
TILESET - Amur-Inn_Pub.png,6,14,5760,exact
TILESET - Amur-Inn_Pub.png,6,15,5708,exact
TILESET - Amur-Inn_Pub.png,7,0,619,exact
TILESET - Amur-Inn_Pub.png,7,1,5582,representative
TILESET - Amur-Inn_Pub.png,7,2,2407,exact
TILESET - Amur-Inn_Pub.png,7,3,2886,exact
TILESET - Amur-Inn_Pub.png,7,4,5719,exact
TILESET - Amur-Inn_Pub.png,7,5,914,exact
TILESET - Amur-Inn_Pub.png,7,6,5760,exact
TILESET - Amur-Inn_Pub.png,7,7,5708,exact
TILESET - Amur-Inn_Pub.png,7,8,249,exact
TILESET - Amur-Inn_Pub.png,7,9,363,exact
TILESET - Amur-Inn_Pub.png,7,10,2067,exact
TILESET - Amur-Inn_Pub.png,7,11,545,exact
TILESET - Amur-Inn_Pub.png,7,12,161,exact
TILESET - Amur-Inn_Pub.png,7,13,501,exact
TILESET - Amur-Inn_Pub.png,7,14,5981,exact
TILESET - Amur-Inn_Pub.png,7,15,0,exact
TILESET - Amur-Magic_WeaponShop.png,0,0,5708,exact
TILESET - Amur-Magic_WeaponShop.png,0,1,2730,exact
TILESET - Amur-Magic_WeaponShop.png,0,2,989,exact
TILESET - Amur-Magic_WeaponShop.png,0,3,977,exact
TILESET - Amur-Magic_WeaponShop.png,0,4,545,exact
TILESET - Amur-Magic_WeaponShop.png,0,5,954,representative
TILESET - Amur-Magic_WeaponShop.png,0,6,678,exact
TILESET - Amur-Magic_WeaponShop.png,0,7,249,exact
TILESET - Amur-Magic_WeaponShop.png,0,8,683,exact
TILESET - Amur-Magic_WeaponShop.png,0,9,363,exact
TILESET - Amur-Magic_WeaponShop.png,0,10,4431,fuzzy
TILESET - Amur-Magic_WeaponShop.png,0,11,4259,fuzzy
TILESET - Amur-Magic_WeaponShop.png,0,12,805,representative
TILESET - Amur-Magic_WeaponShop.png,0,13,3238,exact
TILESET - Amur-Magic_WeaponShop.png,0,14,393,representative
TILESET - Amur-Magic_WeaponShop.png,0,15,1006,representative
TILESET - Amur-Magic_WeaponShop.png,1,0,2803,fuzzy
TILESET - Amur-Magic_WeaponShop.png,1,1,5892,representative
TILESET - Amur-Magic_WeaponShop.png,1,2,5889,representative
TILESET - Amur-Magic_WeaponShop.png,1,3,5806,representative
TILESET - Amur-Magic_WeaponShop.png,1,4,2820,fuzzy
TILESET - Amur-Magic_WeaponShop.png,1,5,540,representative
TILESET - Amur-Magic_WeaponShop.png,1,6,406,representative
TILESET - Amur-Magic_WeaponShop.png,1,7,4668,fuzzy
TILESET - Amur-Magic_WeaponShop.png,1,8,4041,representative
TILESET - Amur-Magic_WeaponShop.png,1,9,3293,fuzzy
TILESET - Amur-Magic_WeaponShop.png,1,10,3887,representative
TILESET - Amur-Magic_WeaponShop.png,1,11,3156,fuzzy
TILESET - Amur-Magic_WeaponShop.png,1,12,3297,fuzzy
TILESET - Amur-Magic_WeaponShop.png,1,13,1460,exact
TILESET - Amur-Magic_WeaponShop.png,1,14,723,representative
TILESET - Amur-Magic_WeaponShop.png,1,15,2187,exact
TILESET - Amur-Magic_WeaponShop.png,2,0,4679,fuzzy
TILESET - Amur-Magic_WeaponShop.png,2,1,998,representative
TILESET - Amur-Magic_WeaponShop.png,2,2,210,representative
TILESET - Amur-Magic_WeaponShop.png,2,3,1003,representative
TILESET - Amur-Magic_WeaponShop.png,2,4,517,representative
TILESET - Amur-Magic_WeaponShop.png,2,5,566,representative
TILESET - Amur-Magic_WeaponShop.png,2,6,237,representative
TILESET - Amur-Magic_WeaponShop.png,2,7,1746,representative
TILESET - Amur-Magic_WeaponShop.png,2,8,413,representative
TILESET - Amur-Magic_WeaponShop.png,2,9,3309,fuzzy
TILESET - Amur-Magic_WeaponShop.png,2,10,3838,fuzzy
TILESET - Amur-Magic_WeaponShop.png,2,11,4786,fuzzy
TILESET - Amur-Magic_WeaponShop.png,2,12,264,exact
TILESET - Amur-Magic_WeaponShop.png,2,13,4615,fuzzy
TILESET - Amur-Magic_WeaponShop.png,2,14,5840,exact
TILESET - Amur-Magic_WeaponShop.png,2,15,5820,exact
TILESET - Amur-Magic_WeaponShop.png,3,0,3156,exact
TILESET - Amur-Magic_WeaponShop.png,3,1,2973,exact
TILESET - Amur-Magic_WeaponShop.png,3,2,2778,fuzzy
TILESET - Amur-Magic_WeaponShop.png,3,3,1343,representative
TILESET - Amur-Magic_WeaponShop.png,3,4,209,representative
TILESET - Amur-Magic_WeaponShop.png,3,5,657,representative
TILESET - Amur-Magic_WeaponShop.png,3,6,636,representative
TILESET - Amur-Magic_WeaponShop.png,3,7,207,representative
TILESET - Amur-Magic_WeaponShop.png,3,8,629,representative
TILESET - Amur-Magic_WeaponShop.png,3,9,631,representative
TILESET - Amur-Magic_WeaponShop.png,3,10,43,exact
TILESET - Amur-Magic_WeaponShop.png,3,11,965,exact
TILESET - Amur-Magic_WeaponShop.png,3,12,2224,representative
TILESET - Amur-Magic_WeaponShop.png,3,13,5673,exact
TILESET - Amur-Magic_WeaponShop.png,3,14,2349,exact
TILESET - Amur-Magic_WeaponShop.png,3,15,805,exact
TILESET - Amur-Magic_WeaponShop.png,4,0,295,exact
TILESET - Amur-Magic_WeaponShop.png,4,1,5732,exact
TILESET - Amur-Magic_WeaponShop.png,4,2,5773,exact
TILESET - Amur-Magic_WeaponShop.png,4,3,5760,exact
TILESET - Amur-Magic_WeaponShop.png,4,4,5708,exact
TILESET - Amur-Magic_WeaponShop.png,4,5,2730,exact
TILESET - Amur-Magic_WeaponShop.png,4,6,5719,exact
TILESET - Amur-Magic_WeaponShop.png,4,7,3938,fuzzy
TILESET - Amur-Magic_WeaponShop.png,4,8,0,exact
TILESET - Amur-Magic_WeaponShop.png,4,9,2407,exact
TILESET - Amur-Magic_WeaponShop.png,4,10,2886,exact
TILESET - Amur-Magic_WeaponShop.png,4,11,2710,fuzzy
TILESET - Amur-Magic_WeaponShop.png,4,12,3000,fuzzy
TILESET - Amur-Magic_WeaponShop.png,4,13,3186,fuzzy
TILESET - Amur-Magic_WeaponShop.png,4,14,2970,fuzzy
TILESET - Amur-Magic_WeaponShop.png,4,15,0,exact
TILESET - Amur-Magic_WeaponShop.png,5,0,3855,fuzzy
TILESET - Amur-Magic_WeaponShop.png,5,1,4615,exact
TILESET - Amur-Magic_WeaponShop.png,5,2,3838,exact
TILESET - Amur-Magic_WeaponShop.png,5,3,1006,exact
TILESET - Amur-Magic_WeaponShop.png,5,4,393,exact
TILESET - Amur-Magic_WeaponShop.png,5,5,5840,exact
TILESET - Amur-Magic_WeaponShop.png,5,6,5820,exact
TILESET - Amur-Magic_WeaponShop.png,5,7,3436,exact
TILESET - Amur-Magic_WeaponShop.png,5,8,0,exact
TILESET - Amur-Magic_WeaponShop.png,5,9,2969,fuzzy
TILESET - Amur-Magic_WeaponShop.png,5,10,3086,fuzzy
TILESET - Amur-Magic_WeaponShop.png,5,11,5708,exact
TILESET - Amur-Magic_WeaponShop.png,5,12,5708,exact
TILESET - Amur-Magic_WeaponShop.png,5,13,2730,exact
TILESET - Amur-Magic_WeaponShop.png,5,14,43,exact
TILESET - Amur-Magic_WeaponShop.png,5,15,0,exact
TILESET - Amur-Magic_WeaponShop.png,6,0,43,exact
TILESET - Amur-Magic_WeaponShop.png,6,1,3938,exact
TILESET - Amur-Magic_WeaponShop.png,6,2,4259,exact
TILESET - Amur-Magic_WeaponShop.png,6,3,2734,exact
TILESET - Amur-Magic_WeaponShop.png,6,4,619,exact
TILESET - Amur-Magic_WeaponShop.png,6,5,2407,exact
TILESET - Amur-Magic_WeaponShop.png,6,6,2886,exact
TILESET - Amur-Magic_WeaponShop.png,6,7,914,exact
TILESET - Amur-Magic_WeaponShop.png,6,8,5981,exact
TILESET - Amur-Magic_WeaponShop.png,6,9,2596,fuzzy
TILESET - Amur-Magic_WeaponShop.png,6,10,2407,exact
TILESET - Amur-Magic_WeaponShop.png,6,11,2886,exact
TILESET - Amur-Magic_WeaponShop.png,6,12,5719,exact
TILESET - Amur-Magic_WeaponShop.png,6,13,914,exact
TILESET - Amur-Magic_WeaponShop.png,6,14,5760,exact
TILESET - Amur-Magic_WeaponShop.png,6,15,5708,exact
TILESET - Amur-Magic_WeaponShop.png,7,0,619,exact
TILESET - Amur-Magic_WeaponShop.png,7,1,4528,fuzzy
TILESET - Amur-Magic_WeaponShop.png,7,2,2407,exact
TILESET - Amur-Magic_WeaponShop.png,7,3,2886,exact
TILESET - Amur-Magic_WeaponShop.png,7,4,5719,exact
TILESET - Amur-Magic_WeaponShop.png,7,5,914,exact
TILESET - Amur-Magic_WeaponShop.png,7,6,5760,exact
TILESET - Amur-Magic_WeaponShop.png,7,7,5708,exact
TILESET - Amur-Magic_WeaponShop.png,7,8,249,exact
TILESET - Amur-Magic_WeaponShop.png,7,9,363,exact
TILESET - Amur-Magic_WeaponShop.png,7,10,393,exact
TILESET - Amur-Magic_WeaponShop.png,7,11,545,exact
TILESET - Amur-Magic_WeaponShop.png,7,12,161,exact
TILESET - Amur-Magic_WeaponShop.png,7,13,501,exact
TILESET - Amur-Magic_WeaponShop.png,7,14,5981,exact
TILESET - Amur-Magic_WeaponShop.png,7,15,0,exact
TILESET - Amur-Shrine.png,0,0,5708,exact
TILESET - Amur-Shrine.png,0,1,2730,exact
TILESET - Amur-Shrine.png,0,2,2341,representative
TILESET - Amur-Shrine.png,0,3,2255,representative
TILESET - Amur-Shrine.png,0,4,1739,representative
TILESET - Amur-Shrine.png,0,5,940,representative
TILESET - Amur-Shrine.png,0,6,1787,representative
TILESET - Amur-Shrine.png,0,7,2167,representative
TILESET - Amur-Shrine.png,0,8,1589,representative
TILESET - Amur-Shrine.png,0,9,2013,representative
TILESET - Amur-Shrine.png,0,10,4430,exact
TILESET - Amur-Shrine.png,0,11,4260,exact
TILESET - Amur-Shrine.png,0,12,2316,representative
TILESET - Amur-Shrine.png,0,13,2648,representative
TILESET - Amur-Shrine.png,0,14,2338,representative
TILESET - Amur-Shrine.png,0,15,1974,representative
TILESET - Amur-Shrine.png,1,0,2802,representative
TILESET - Amur-Shrine.png,1,1,3330,representative
TILESET - Amur-Shrine.png,1,2,3331,representative
TILESET - Amur-Shrine.png,1,3,3323,representative
TILESET - Amur-Shrine.png,1,4,2726,representative
TILESET - Amur-Shrine.png,1,5,1688,representative
TILESET - Amur-Shrine.png,1,6,1556,representative
TILESET - Amur-Shrine.png,1,7,4867,representative
TILESET - Amur-Shrine.png,1,8,4828,representative
TILESET - Amur-Shrine.png,1,9,4618,exact
TILESET - Amur-Shrine.png,1,10,4808,representative
TILESET - Amur-Shrine.png,1,11,2513,representative
TILESET - Amur-Shrine.png,1,12,3268,representative
TILESET - Amur-Shrine.png,1,13,1345,representative
TILESET - Amur-Shrine.png,1,14,1793,representative
TILESET - Amur-Shrine.png,1,15,2033,representative
TILESET - Amur-Shrine.png,2,0,4678,representative
TILESET - Amur-Shrine.png,2,1,936,representative
TILESET - Amur-Shrine.png,2,2,2246,representative
TILESET - Amur-Shrine.png,2,3,2331,representative
TILESET - Amur-Shrine.png,2,4,668,representative
TILESET - Amur-Shrine.png,2,5,864,representative
TILESET - Amur-Shrine.png,2,6,284,representative
TILESET - Amur-Shrine.png,2,7,113,representative
TILESET - Amur-Shrine.png,2,8,1355,representative
TILESET - Amur-Shrine.png,2,9,3309,exact
TILESET - Amur-Shrine.png,2,10,4714,representative
TILESET - Amur-Shrine.png,2,11,3866,representative
TILESET - Amur-Shrine.png,2,12,2165,representative
TILESET - Amur-Shrine.png,2,13,3443,representative
TILESET - Amur-Shrine.png,2,14,2719,representative
TILESET - Amur-Shrine.png,2,15,2434,representative
TILESET - Amur-Shrine.png,3,0,2513,exact
TILESET - Amur-Shrine.png,3,1,2751,representative
TILESET - Amur-Shrine.png,3,2,2777,representative
TILESET - Amur-Shrine.png,3,3,1340,representative
TILESET - Amur-Shrine.png,3,4,1455,representative
TILESET - Amur-Shrine.png,3,5,1288,exact
TILESET - Amur-Shrine.png,3,6,1886,representative
TILESET - Amur-Shrine.png,3,7,1452,representative
TILESET - Amur-Shrine.png,3,8,1275,representative
TILESET - Amur-Shrine.png,3,9,491,representative
TILESET - Amur-Shrine.png,3,10,43,exact
TILESET - Amur-Shrine.png,3,11,971,representative
TILESET - Amur-Shrine.png,3,12,2226,representative
TILESET - Amur-Shrine.png,3,13,5673,exact
TILESET - Amur-Shrine.png,3,14,2349,exact
TILESET - Amur-Shrine.png,3,15,2316,exact
TILESET - Amur-Shrine.png,4,0,1803,representative
TILESET - Amur-Shrine.png,4,1,5732,exact
TILESET - Amur-Shrine.png,4,2,5773,exact
TILESET - Amur-Shrine.png,4,3,5760,exact
TILESET - Amur-Shrine.png,4,4,5708,exact
TILESET - Amur-Shrine.png,4,5,2730,exact
TILESET - Amur-Shrine.png,4,6,3144,representative
TILESET - Amur-Shrine.png,4,7,3940,representative
TILESET - Amur-Shrine.png,4,8,0,exact
TILESET - Amur-Shrine.png,4,9,2407,exact
TILESET - Amur-Shrine.png,4,10,2886,exact
TILESET - Amur-Shrine.png,4,11,5833,representative
TILESET - Amur-Shrine.png,4,12,6019,representative
TILESET - Amur-Shrine.png,4,13,2905,representative
TILESET - Amur-Shrine.png,4,14,5838,representative
TILESET - Amur-Shrine.png,4,15,0,exact
TILESET - Amur-Shrine.png,5,0,3856,exact
TILESET - Amur-Shrine.png,5,1,3443,exact
TILESET - Amur-Shrine.png,5,2,4714,exact
TILESET - Amur-Shrine.png,5,3,1974,exact
TILESET - Amur-Shrine.png,5,4,2338,exact
TILESET - Amur-Shrine.png,5,5,2719,exact
TILESET - Amur-Shrine.png,5,6,2434,exact
TILESET - Amur-Shrine.png,5,7,3423,exact
TILESET - Amur-Shrine.png,5,8,0,exact
TILESET - Amur-Shrine.png,5,9,2723,representative
TILESET - Amur-Shrine.png,5,10,3228,representative
TILESET - Amur-Shrine.png,5,11,5708,exact
TILESET - Amur-Shrine.png,5,12,5708,exact
TILESET - Amur-Shrine.png,5,13,2730,exact
TILESET - Amur-Shrine.png,5,14,43,exact
TILESET - Amur-Shrine.png,5,15,0,exact
TILESET - Amur-Shrine.png,6,0,43,exact
TILESET - Amur-Shrine.png,6,1,3940,exact
TILESET - Amur-Shrine.png,6,2,4260,exact
TILESET - Amur-Shrine.png,6,3,2734,exact
TILESET - Amur-Shrine.png,6,4,2116,representative
TILESET - Amur-Shrine.png,6,5,2407,exact
TILESET - Amur-Shrine.png,6,6,2886,exact
TILESET - Amur-Shrine.png,6,7,1047,representative
TILESET - Amur-Shrine.png,6,8,2578,representative
TILESET - Amur-Shrine.png,6,9,3640,exact
TILESET - Amur-Shrine.png,6,10,2407,exact
TILESET - Amur-Shrine.png,6,11,2886,exact
TILESET - Amur-Shrine.png,6,12,3144,exact
TILESET - Amur-Shrine.png,6,13,1047,exact
TILESET - Amur-Shrine.png,6,14,5760,exact
TILESET - Amur-Shrine.png,6,15,5708,exact
TILESET - Amur-Shrine.png,7,0,2116,exact
TILESET - Amur-Shrine.png,7,1,4659,exact
TILESET - Amur-Shrine.png,7,2,2407,exact
TILESET - Amur-Shrine.png,7,3,2886,exact
TILESET - Amur-Shrine.png,7,4,3144,exact
TILESET - Amur-Shrine.png,7,5,1047,exact
TILESET - Amur-Shrine.png,7,6,5760,exact
TILESET - Amur-Shrine.png,7,7,5708,exact
TILESET - Amur-Shrine.png,7,8,2167,exact
TILESET - Amur-Shrine.png,7,9,2013,exact
TILESET - Amur-Shrine.png,7,10,2338,exact
TILESET - Amur-Shrine.png,7,11,1739,exact
TILESET - Amur-Shrine.png,7,12,1613,representative
TILESET - Amur-Shrine.png,7,13,2124,representative
TILESET - Amur-Shrine.png,7,14,2578,exact
TILESET - Amur-Shrine.png,7,15,0,exact
TILESET - Amur.png,0,0,4924,representative
TILESET - Amur.png,0,1,5530,representative
TILESET - Amur.png,0,2,5522,representative
TILESET - Amur.png,0,3,4899,representative
TILESET - Amur.png,0,4,2651,representative
TILESET - Amur.png,0,5,1176,representative
TILESET - Amur.png,0,6,2448,representative
TILESET - Amur.png,0,7,2501,representative
TILESET - Amur.png,0,8,3449,representative
TILESET - Amur.png,0,9,3610,representative
TILESET - Amur.png,0,10,3606,representative
TILESET - Amur.png,0,11,5915,representative
TILESET - Amur.png,0,12,5948,representative
TILESET - Amur.png,0,13,5791,representative
TILESET - Amur.png,0,14,2796,representative
TILESET - Amur.png,0,15,2814,representative
TILESET - Amur.png,1,0,1757,representative
TILESET - Amur.png,1,1,339,representative
TILESET - Amur.png,1,2,1755,representative
TILESET - Amur.png,1,3,1705,representative
TILESET - Amur.png,1,4,5798,representative
TILESET - Amur.png,1,5,4573,representative
TILESET - Amur.png,1,6,3844,representative
TILESET - Amur.png,1,7,4338,representative
TILESET - Amur.png,1,8,2522,representative
TILESET - Amur.png,1,9,1616,representative
TILESET - Amur.png,1,10,1978,representative
TILESET - Amur.png,1,11,1602,representative
TILESET - Amur.png,1,12,5907,representative
TILESET - Amur.png,1,13,5921,representative
TILESET - Amur.png,1,14,5826,representative
TILESET - Amur.png,1,15,2661,representative
TILESET - Amur.png,2,0,5424,representative
TILESET - Amur.png,2,1,5091,representative
TILESET - Amur.png,2,2,5298,representative
TILESET - Amur.png,2,3,5091,exact
TILESET - Amur.png,2,4,4245,representative
TILESET - Amur.png,2,5,1628,representative
TILESET - Amur.png,2,6,1894,representative
TILESET - Amur.png,2,7,5118,representative
TILESET - Amur.png,2,8,5023,representative
TILESET - Amur.png,2,9,694,representative
TILESET - Amur.png,2,10,5312,representative
TILESET - Amur.png,2,11,3613,representative
TILESET - Amur.png,2,12,5217,representative
TILESET - Amur.png,2,13,5211,representative
TILESET - Amur.png,2,14,5062,representative
TILESET - Amur.png,2,15,4924,exact
TILESET - Amur.png,3,0,4924,exact
TILESET - Amur.png,3,1,5530,exact
TILESET - Amur.png,3,2,5522,exact
